id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
1398881,APRO QUEIJO CURITIBA - ASSOCIACAO DE PRODUTORES DE QUEIJO ARTESANAL DA REGIAO METROPOLITANA DE CURITIBA,CARLAHELENA.CARVALHO@GMAIL.COM,RUA JOAO BORTOLAN,41 97848684,Associação Privada,Ativas
1398618,ASSOCIACAO DE MELIPONICULTORES DE FOZ DO IGUACU,CELSONFERNANDO@GMAIL.COM,RUA MARECHAL DEODORO DA FONSECA,45 99753060,Associação Privada,Ativas
1399067,ASSOCIACAO DE CIRURGIOES DENTISTAS HOMEOPATAS DO BRASIL-ACDHB,ARTENCONTABILIDADE@HOTMAIL.COM,RUA SEBASTIAO BRAGANHOLO,41 84116464,Associação Privada,Ativas
1399162,ASSOCIACAO COMUNITARIA DOS MORADORES DE LIMEIRA,SERGIO.CONTABILIDADE2020@GMAIL.COM,COLONIA LOCALIDADE DE LIMEIRA - ESTRADA PRINCIPAL,42 98034175,Associação Privada,Ativas
1399224,ASSOCIACAO FEIRA DA PARTILHA,SUPORTE@ESCRITURAL.COM.BR,ACESSO OSMAR FREDERICO NAGEL,41 34227038,Associação Privada,Ativas
1399497,"GERAR - GERACAO DE EMPREGO, RENDA E APOIO AO DESENVOLVIMENTO REGIONAL",EV@EVCONTABILIDADE.COM.BR,"RODOVIA BR 277, KM    158",41 30396599,Associação Privada,Ativas
1399241,ASSOCIACAO FLAVIA CRISTINA,ADM@AFC.ORG.BR,AVENIDA SAUL ELKIND 5045 E,43 99741863,Associação Privada,Ativas
1399400,PRIMEIRA IGREJA BATISTA EM CAFELANDIA PARANA,EDIUSONCOSTA@HOTMAIL.COM,RUA ALBERTO TENFEN,45 99322112,Organização Religiosa,Ativas
1399346,ASSOCIACAO RAIO DE LUZ,ALESSANDRA@QUINTOASSESSORIA.COM.BR,RUA DIOGO MUGIATTI,41 33868282,Associação Privada,Ativas
1399629,ASSOCIACAO DE TRIATLETAS DE TOLEDO - TOLEDO TRIATHLON TEAM,GARALUZCONTABILIDADE@GMAIL.COM,AVENIDA NOSSA SENHORA DE FATIMA,45 88182022,Associação Privada,Ativas
1399770,ASSOCIACAO DE AGRICULTORES DA LINHA RIO LONTRA,AARIOLONTRA@GMAIL.COM,ESTRADA PRINCIPAL,46 99184468,Associação Privada,Ativas
1399829,IGREJA PENTECOSTAL NOVA ISRAEL,CMTCONTABILIDADE@OUTLOOK.COM,RUA RIO TAPEROA,44 91047218,Organização Religiosa,Ativas
1399843,BANDA DE PERCUSSAO BLUE ANGELS,CLEVERSONRICK0310@GMAIL.COM,"RUA PAULO CRISTINO DOS SANTOS, ANEXO ESCOLA",42 98147867,Associação Privada,Ativas
1399908,ASSOCIACAO DE AMIGOS DA CHACARA RECANTO FELIZ,EVERALDO.CANEPPELE@HOTMAIL.COM,RUA TAMBAU IMOVEL ALWIN,45 99776433,Associação Privada,Ativas
1400258,ROTARACT CLUB DE MARECHAL CANDIDO RONDON,RCTMARECHAL@GMAIL.COM,RUA PARANA,46 99261004,Associação Privada,Ativas
1400233,ASSOCIACAO DE PROPRIETARIOS E MORADORES DA COMUNIDADE SANTO ANTONIO DA POSSE,BEATRIZGALO@HOTMAIL.COM,"ESTRADA LINHA SANTO ANTONIO DA POSSE, COND  BOM SUCESSO",46 91092929,Associação Privada,Ativas
1400125,IGREJA PENTECOSTAL ALFA E OMEGA,IGREJAPENTECOSTALALFAEOMEGAPGUA@GMAIL.COM,RUA TREZE,41 92148136,Organização Religiosa,Ativas
1399959,IGREJA ASSEMBLEIA DE DEUS VILA ROSE,CONTABILIDADE@ELEVENCONTABILIDADE.COM.BR,RUA LOURIVAL FRANCISCO RIBEIRO,41 97522120,Organização Religiosa,Ativas
1400346,ASSOCIACAO DOS CAVALEIROS E MULANDEIROS DE CAFELANDIA,ASSOCIACAOACMC15@GMAIL.COM,RUA ANTONIO LOURINI,45 98402349,Associação Privada,Ativas
1400372,IGREJA PENTECOSTAL AGUA VIVA MINISTERIO DA ORACAO,PRESBITEROROSINALDO094@GMAIL.COM,RUA XV DE NOVEMBRO,44 91596695,Organização Religiosa,Ativas
1400519,ASSOCIACAO PATOBRANQUENSE DE AUTOMODELISMO SPEEDDUCK,APA.SPEEDDUCK@GMAIL.COM,RUA TIMBIRAS,46 84068317,Associação Privada,Ativas
1400771,ASSOCIACAO DE AGRICULTORES DE AGUAS THERMAIS,CONTSUL.CONTABILIDADE@HOTMAIL.COM,COMUNIDADE DE AGUAS THERMAIS,46 84001246,Associação Privada,Ativas
1400779,IGREJA COMUNIDADE CRISTA PALAVRA DA VIDA,RPETRECHI@GMAIL.COM,"RUA JORGE MILHEN HADDAD, ANEXO 803",43 99058760,Organização Religiosa,Ativas
1400770,ASSOCIACAO DE PISCICULTORES DO IAPO,CONTATO@ESCRITORIORAZERA.COM.BR,RUA ADOLFO GUSTAVO LESNAU,42 98178363,Associação Privada,Ativas
1400831,ASSOCIACAO DOS AGRICULTORES FAMILIARES DO VALE DO JABOTI,MOISESGUARDA@HOTMAIL.COM,ESTRADA LINHA JABUT,46 35632086,Associação Privada,Ativas
1400856,ASSOCIACAO DOS MULADEIROS DE NOVA TEBAS,LOURENCONOVATEBAS@GMAIL.COM,"ESTRADA KM 01, ESTRADA VELHA NOVA TEBAS A CATUPORANGA",42 99556320,Associação Privada,Ativas
1400852,"INSTITUTO DE CIENCIA, TECNOLOGIA DE INOVACAO FAPRO (ICT)",ADM.ETPESCOLA@GMAIL.COM,RUA ENGENHEIROS REBOUCAS,41 33327025,Associação Privada,Ativas
1400874,AGENCIA DE DESENVOLVIMENTO CULTURAL E TURISTICO DA REGIAO ENCONTRO DAS AGUAS E BIOMAS,ENCONTRODASAGUASEBIOMAS@GMAIL.COM,"AVENIDA BRASIL, SALA  2",44 88145799,Associação Privada,Ativas
1400909,PROJETO PATRULHA FELINA,ARIELLESILVERIO26@GMAIL.COM,"RUA CONSTANTINO PIALARISSI, APT   24",43 99328083,Associação Privada,Ativas
1400990,INSTITUTO DE ENSINO E PESQUISA FLK - IEP/FLK,ORGANIZACAO@IFALKE.COM,RUA IDAIR ANTONIA TORRES SIQUEIRA,16 91839395,Associação Privada,Ativas
1401053,ASSOCIACAO ZIA,ASSOCIACAOZIA@GMAIL.COM,AVENIDA MARGINAL JOSE DE ANCHIETA,41 95413646,Associação Privada,Ativas
1401127,ASSOCIACAO MISSAO PROCLAMAR,PRPAULOWEGNER@GMAIL.COM,RUA PROCOPIO FERREIRA MARTINS,41 84030656,Associação Privada,Ativas
1400919,ASSOCIACAO DOS PROFISSIONAIS E PRODUTORES RURAIS DE FLORAI E REGIAO PROFLORA,EXPEDIENTE@G3CONTABIL.COM.BR,RUA DUQUE DE CAXIAS,44 30281428,Associação Privada,Ativas
1401187,ASSOCIACAO DOS TRANSPORTADORES AUTONOMOS DE JARDIM ALEGRE E REGIAO A.T.A.J.A.R.,ATAJAEREGIAO@OUTLOOK.COM,RODOVIA PRT 466,44 97166515,Associação Privada,Ativas
1401238,ASSOCIACAO DOS TRABALHADORES NOVA ESPERANCA,VALDIRMST@HOTMAIL.COM,"ESTRADA PORTO FELICIO, P.A. PONTAL DO TIGRE",44 98094352,Associação Privada,Ativas
1401319,INSTITUTO JAGUARAPIRA,RESERVA.JAGUARAPIRA@GMAIL.COM,RUA ANHANGAVA,41 92144135,Associação Privada,Ativas
1401340,ASSOCIACAO DE GERACAO DISTRIBUIDA PLIN ENERGIA,EMERSON.SEITI@PLATAOENERGIA.COM.BR,AVENIDA PRUDENTE DE MORAIS,44 91398493,Associação Privada,Ativas
1401350,IGREJA EVANGELICA PENTECOSTAL DO ARREBATAMENTO,TIAGOFUNEZ@ESCCONFIANCA.COM.BR,RUA ANTONIO PEDRO VICENTE,45 99368621,Organização Religiosa,Ativas
1401374,ASSOCIACAO OPALEIROS BELTRAO,SCOTTICONTABILIDADE@GMAIL.COM,RUA HUBERTO HOBOLD,46 35451218,Associação Privada,Ativas
1401499,CENTRO MISSIONARIO ANTIOQUIA - CMA,MVALENTEDEDAVI@GMAIL.COM,"ESTRADA DO ESSE, KM    03                  LOTE  150-C",44 99988165,Associação Privada,Ativas
1401561,ASSOCIACAO DE AMIGOS DA BANDA MARCIAL DE UNIAO DA VITORIA - BAMUV,GUINHOFABER17@GMAIL.COM,RUA WASCHINGTON LUIZ PEREIRA DE SOUZA,42 35220227,Associação Privada,Ativas
1401581,CENTRO DE INTEGRACAO EMPRESA-ESCOLA DO PARANA,FAZENDARIOGRANDE@CIEEPR.ORG.BR,"RUA DA LIBERDADE, SALA  01",41 33134343,Associação Privada,Ativas
1401670,ASSOCIACAO LINHA BET,CAMARGO@CONTABILIDADECAMARGO.COM.BR,COMUNIDADE LINHA BET,42 35531379,Associação Privada,Ativas
1401756,COMUNIDADE EVANGELICA NOS SOMOS A IGREJA DE CRISTO,JULIOMARCIOMONTEIRO4@GMAIL.COM,"RUA QUINTINO BOCAIUVA, SALA  03",42 98297218,Organização Religiosa,Ativas
1401613,ARACA PROTECAO VEICULAR,LEGALIZACAO@MGRCONSULTORES.COM.BR,"RUA ANTONIO MEIRELLES SOBRINHO, LOJA  01                  ANDAR TR                  COND  MARUMBI II CD CMRL  BLOCO MARUMBI I CD CMRL",31 30284826,Associação Privada,Ativas
1401762,INSTITUTO CIRCULO,CONTATO@INSTITUTOCIRCULO.COM,RUA SAO MARCELINO CHAMPAGNAT,11 85985555,Associação Privada,Ativas
1402014,INSTITUTO REANIMAR DE EDUCACAO SUSTENTAVEL E DESENVOLVIMENTO AMBIENTAL URBANO,MARCIO.BAGATIN@TREDIBPO.COM.BR,"RUA BOM JESUS, SALA  1904                ANDAR 19                  COND  AR 3000 - CABRAL COR",41 21010100,Associação Privada,Ativas
1401991,ASSOCIACAO DE AGRICULTORES SGARBOSSA E AMIGOS,CONCEITOCONTABILIDADE02@HOTMAIL.COM,ESTRADA LINHA CAMPINA DO COTEGIPE,41 87479938,Associação Privada,Ativas
1402009,IGREJA CELEIRO DE MILAGRE AVIVA,LEGALIZACAO@OFFICIUMCONTABILIDADE.COM.BR,RUA ANTONIO SOARES,45 99211112,Organização Religiosa,Ativas
1402106,COMUNIDADE MAE DE PENTECOSTES,THIAGOGLOP@GMAIL.COM,RODOVIA BR 116 KM 178,41 91717496,Associação Privada,Ativas
1402022,ASSOCIACAO RECANTO PARAISO IV - UNIDADE CEREJEIRA,GESTAO07@PREDIALCONDOMINIOS.COM,"SITIO FLORESTA, LOTE  04 GL.2 FAZ. 3 BOCAS",43 33382055,Associação Privada,Ativas
1402150,ACAB -ASSOCIACAO DOS CAMINHONEIROS AUTONOMOS DE BELA VISTA DO PARAISO,ESCRITORIODUREXDEPTOFISCAL@GMAIL.COM,RUA ROGERIO BODAS,43 99234299,Associação Privada,Ativas
1402370,CONGREGACAO CRISTA NO BRASIL,JONAS@NOSSOESCRITORIO.COM.BR,RUA JOSE BORGES DA COSTA,44 99780558,Organização Religiosa,Ativas
1402304,ASSOCIACAO NATIVA AGRICOLA,CONTATOTEMSOLUCAO@GMAIL.COM,COMUNIDADE LINHA JARARACA,42 33005496,Associação Privada,Ativas
1402376,ASSOCIACAO DOS AGRICULTORES ENTRE LAGOS,AAELAGOS@GMAIL.COM,"COMUNIDADE ASSENTAMENTO CELSO FURTADO, BRCAO 01",46 99306241,Associação Privada,Ativas
1402369,CONGREGACAO CRISTA NO BRASIL,TESOURARIA.PDU@GMAIL.COM,RUA SAO JORGE,44 99780558,Organização Religiosa,Ativas
1402393,CONGREGACAO CRISTA NO BRASIL,JONAS@NOSSOESCRITORIO.COM.BR,RUA ALAMEDA CANAFISTULA,44 32205250,Organização Religiosa,Ativas
1402511,ANG - ASSOCIACAO NOVA GENESIS,SOUZA-SOUZA@HOTMAIL.COM,RUA MANOEL BOTELHO CORDEIRO,44 30561616,Associação Privada,Ativas
1402428,IGREJA LIGHTHOUSE,IGREJALIGHTHOUSE@GMAIL.COM,AVENIDA COMENDADOR FRANCO,41 91052102,Organização Religiosa,Ativas
1402471,CORAL POR AMOR EU CANTO DE ITAPEJARA D OESTE - PR,CONTATOHABILCONTABILIDADE@GMAIL.COM,"RUA PIO XII, PROLONGAMENTO",46 88035464,Associação Privada,Ativas
1402479,ASSOCIACAO FILHOS DE MARIA IMACULADA,LUIS.RETTIG@ANFIP.ORG.BR,RUA CONDE DE MONSAVAZ,42 98860728,Associação Privada,Ativas
1402561,ASSOCIACAO DOS TRABALHADORES RURAIS DA REFORMA AGRARIA - ATERRA,PARANACON@HOTMAIL.COM,"RUA FERREIRA DE ARAUJO, SALA  1",42 99389030,Associação Privada,Ativas
1402625,RETIDAO COMUNIDADE CRISTA,BCJCONTABIL@HOTMAIL.COM,RODOVIA PR-407 RUA ENGENHEIRO ARGUS THA HEYN,41 34232381,Organização Religiosa,Ativas
1402731,CENTRO DE ADORACAO AVANCE KADIMA,CAD2022MINISTERIOALCANCE@GMAIL.COM,RUA CENTENARIO,45 99892941,Organização Religiosa,Ativas
1402748,IGREJA PRESBITERIANA CENTRAL DE SARANDI,PREDWARDLP@GMAIL.COM,RUA GUIAPO,44 30422110,Organização Religiosa,Ativas
1402945,ASSOCIACAO CASA DE APOIO BEBE FELIZ,ESCRITORIOORGATEC@GMAIL.COM,RUA GOVERNADOR NEY BRAGA,44 30553590,Associação Privada,Ativas
1403211,IGREJA CASA DE ORACAO ROMPENDO EM FE,CASADEORACAOROMPENDOEMFE@GMAIL.COM,RUA BOA VIAGEM,45 99374326,Organização Religiosa,Ativas
1402735,ASSOCIACAO PORTAL DO LIMOEIRO II,ASSOCIACAOLIMOEIRO2@GMAIL.COM,ESTRADA DOS PERIQUITOS,43 99035321,Associação Privada,Ativas
1402900,TANGISA-01 - ASSOCIACAO DE CONSUMIDORES DE ENERGIA RENOVAVEL DO BRASIL,CONTABILIDADE@TANGIPAR.COM.BR,"AVENIDA ARACY TANAKA BIAZETTO, SALA  30",45 33068749,Associação Privada,Ativas
1403138,IGREJA EVANGELICA ASSEMBLEIA DE DEUS TIBAGI - PR,PRCICEROTEIXEIRA@GMAIL.COM,RUA PEDRO PITELLA,41 95017303,Organização Religiosa,Ativas
1403245,LIGA INTERMUNICIPAL DE BASQUETEBOL,LIB.TECNICO@GMAIL.COM,"RUA RAIMUNDO NINA RODRIGUES, CASA  02                  COND  CAJURU CJ RES",41 96469641,Associação Privada,Ativas
1367502,FUNDACAO COPEL DE PREVIDENCIA E ASSISTENCIA SOCIAL,CONTABILIDADE@FCOPEL.ORG.BR,AVENIDA RIO BRANCO,41 38836000,Fundação Privada,Ativas
1403415,ASSOCIACAO INSTITUTO SAO PADRE PIO,WELINGTON@ESCRITORIOBRASILMBS.COM.BR,RUA PADRE THEOBALDO BLUME,44 99773535,Associação Privada,Ativas
1403322,ASSOCIACAO SENSIBILIZACAO,ACEO@MURALHACONTABIL.COM.BR,"RUA MARECHAL HERMES DA FONSECA, ANEXO CENTRO MULTIPLO USO",46 32112000,Associação Privada,Ativas
1403474,ASSOCIACAO DE SUPORTE AO EDUCANDO DE PALMEIRA,JHKLAS@UOL.COM.BR,"RUA PADRE FERNANDO GUARDA, SALA  01",42 99657181,Associação Privada,Ativas
1403505,ASSOCIACAO AMIGOS DO CENTRO DA JUVENTUDE  - AACEJU,ACEO@MURALHACONTABIL.COM.BR,RUA SAO CRISTOVAO,46 32112000,Associação Privada,Ativas
1403526,INSTITUTO BIBLICO DE PESQUISA E ENSINO DE ANTONINA-IBPEA,MARCOSSGOIS@GMAIL.COM,RUA RUA DR.DIRCEU VENANCIO,41 85012010,Organização Religiosa,Ativas
1403494,COMITIVA TROPEIROS DO BEM,MARQUINHOCONTABILIDADE@HOTMAIL.COM,RODOVIA BR 158 KM 38,42 84060549,Associação Privada,Ativas
1403570,ASSOCIACAO DOS ADQUIRENTES DO EDIFICIO CANTERBURY- AAEC,SUELLEN@ASSESSORE.COM.BR,RUA JORNALISTA CAIO MACHADO,41 32740770,Associação Privada,Ativas
1403747,RNC ASSOCIACAO DE RADIODIFUSAO COMUNITARIA DE FRANCISCO BELTRAO,ACEO@MURALHACONTABIL.COM.BR,AVENIDA ATTILIO FONTANA,46 99315156,Associação Privada,Ativas
1403573,ONCAS DO BEM,ONCADOBEM@GMAIL.COM,"TRAVESSA SERGIPE, SALA  1",45 35744839,Associação Privada,Ativas
1403581,ASSOCIACAO VOLEIBOL ENTRE AMIGOS PATO BRANCO,VEAPB2017@GMAIL.COM,RUA AFONSO PENA,46 99252420,Associação Privada,Ativas
1403599,ASSOCIACAO ESPORTIVA DE FUTSAL - ITAP FUTSAL,REARISI@HOTMAIL.COM,RUA PRESIDENTE VARGAS,46 99072490,Associação Privada,Ativas
1403889,ASSOCIACAO DE MORADORES E AMIGOS DA VILA 29 DE JANEIRO,DAN.BIRTHS2@GMAIL.COM,RUA EUNICE BETTINI BARTOSZECK,41 84735015,Associação Privada,Ativas
1403702,ASSOCIACAO DE CATADORES DE MATERIAIS RECICLAVEIS CAPIVARI,KAJIWARA1403@GMAIL.COM,ESTRADA PEDRO GILMAR GASPARIN,41 97831663,Associação Privada,Ativas
1403906,CENTRO DE UMBANDA SAGRADA CABOCLA JUREMA,CABOCLAJUREMAUMBANDA7@GMAIL.COM,RUA GUIDO MARZENTA,43 96341839,Associação Privada,Ativas
1404045,ASSOCIACAO DE AGRICULTORES SAO LUCAS,SCOTTICONTABILIDADE@GMAIL.COM,ESTRADA LINHA ALTO BELA VISTA,46 35451218,Associação Privada,Ativas
1404277,REDE NOVA CAIOBA IMOVEIS,VOLARECONTABILIDADE@HOTMAIL.COM,RUA GUARAPUAVA - (MATINHOS A CAIOBA),41 34739069,Associação Privada,Ativas
1404088,ASSOCIACAO COMUNITARIA E CULTURAL RADIO ENERGIA DE BELTRAO - ACCREB,SUDOESTECONTABILIDADE@HOTMAIL.COM,RUA ITAPEJARA D OESTE,46 35241962,Associação Privada,Ativas
1404235,INSTITUTO RELIGARE VINICIOS DE CONTI,VINICIOSSJP@YAHOO.COM.BR,"RUA PADRE ANTONIO DARIUS, APT   401                 BLOCO 10",41 96480805,Organização Religiosa,Ativas
1404309,"ASSOCIACAO CULTURAL, ESPORTIVA E SOCIAL DA ARTE CAPOEIRA",PROFESSOR.QUILOMBO@GMAIL.COM,RUA RIO TOCANTINS,44 99495409,Associação Privada,Ativas
1404282,ATRSP - ASSOCIACAO DE TRANSPORTES RODOVIARIOS DO SUDOESTE DO PARANA,TG@TIAGOGHIZZI.COM.BR,"RUA TELMO OCTAVIO MULLER, ANEXO SALA 01",46 35252819,Associação Privada,Ativas
1404332,ASSOCIACAO DA AGRICULTURA FAMILIAR DA LINHA FERRARI E FLOR DA CUNHA,CONTEC.CTB@GMAIL.COM,SITIO LINHA FERRARI,45 32352019,Associação Privada,Ativas
1404354,ASSOCIACAO DOS PROPRIETARIOS E PROMITENTES COMPRADORES DO CONDOMINIO GOLDEN FOREST,CARLOSVERCESI7@GMAIL.COM,"AVENIDA PRUDENTE DE MORAIS, SALA  10",44 98561112,Associação Privada,Ativas
1404878,COMUNIDADE EVANGELICA ALEGRAI-VOS CHURCH,FIEB.ADM2021@GMAIL.COM,RUA TRES PINHEIROS,41 30790535,Organização Religiosa,Ativas
1404844,ROTARY CLUB DE PATO BRANCO INOVACAO,CONTATO@GRUPOFORTECONTABILIDADE.COM.BR,RUA JOAO ALVES DE MEDEIROS,46 26040034,Associação Privada,Ativas
1404900,PROJETO SOCIAL TOMEYA SASAHARA,ADVCMEDEIROS@GMAIL.COM,RUA PORTO ALEGRE,44 84013886,Associação Privada,Ativas
1404968,CENTRO DE RECUPERACAO TERAPEUTICO REVIVER,FERNANDAKATSCHOR@GMAIL.COM,"COLONIA LINHA ORTIGARA, KM    7",42 99291763,Associação Privada,Ativas
1404418,ASSOCIACAO RIONEGRENSE DE CATADORES,ALFA@ALFACONT.COM.BR,RUA MARKUS ANTON JOSEF FENDEL,47 36420952,Associação Privada,Ativas
1405055,ASSOCIACAO BRASILEIRA DOS COREANOS DE CURITIBA - ABCC,MJ_BRASIL@HOTMAIL.COM,"RUA EMILIANO PERNETA, CONJ  906                 ANDAR 09                  COND  CENTRO POLICLINICO M",41 23910982,Associação Privada,Ativas
1405104,GRUPO ESCOTEIRO LUTERANO HARPIA,ADAOJMEIRA2015@GMAIL.COM,"RUA AMERICO VESPUCIO, FUNDOS.",45 32541802,Associação Privada,Ativas
1405123,PROJETO SOCIAL JUNINHO PIT BULL,BCJCONTABIL@HOTMAIL.COM,RUA CIDADE DO MEXICO,41 34232381,Associação Privada,Ativas
1405289,ECOVILLE ASSOCIACAO DE CHACARAS,PARANHOS.CASCAVEL@GMAIL.COM,"RODOVIA PR-180, KM    4 DA BR 277",45 99883377,Associação Privada,Ativas
1405344,IGREJA PENTECOSTAL CASA DE ORACAO EMANUEL,IP.DEUSOGRANDEEUSOU@GMAIL.COM,AVENIDA MARIPA,45 20009695,Organização Religiosa,Ativas
1405387,INSTITUTO AMAGROUP,FERNANDO.BARRIONUEVO@PEREIRAGIONEDIS.COM.BR,"AVENIDA ANITA GARIBALDI, CONJ  607                 ANDAR 6                   COND  INFINITY PRIME OFFICBLOCO TORRE 01 A ROYAL",41 91863443,Associação Privada,Ativas
1405409,ASSOCIACAO PRO-CONSTRUCAO DO EDIFICIO BATEL CORPORATE,FINANCEIRO@INVESCON.COM.BR,"RUA GENERAL MARIO TOURINHO, SALA  1601                ANDAR 16                  COND  BARIGUI BUSINESS CEN",41 30869300,Associação Privada,Ativas
1405568,ASSOCIACAO DE MORADORES DE SAO VICENTE,CONTAC@INNET.COM.BR,SITIO LINHA SAO VICENTE,45 99251865,Associação Privada,Ativas
1405550,IGREJA ASSEMBLEIA DE DEUS DUAS ALIANCAS,EDSONMACHADO3124@GMAIL.COM,RUA MANOEL CAILLET DE SOUZA,41 98428031,Organização Religiosa,Ativas
1405592,CONSELHO DE PASTORES E LIDERES EVANGELICOS DE CAMBE,CONTATO@ERCONDIGITAL.COM.BR,"RUA ANTONINA, SALA  1",43 98374100,Organização Religiosa,Ativas
1405572,MITRA DIOCESANA DE UMUARAMA,PAROQUIASTOEXPEDITOUMU@GMAIL.COM,"AVENIDA JUNQUEIRA FREIRE, QUADRA02                  LOTE  05",44 20304144,Organização Religiosa,Ativas
1405709,SOCIEDADE FILANTROPICA SEMEAR DE MEDIANEIRA - PR,SEMEAR@SEMEARMEDIANEIRA.ORG.BR,AVENIDA IGUACU,45 32640058,Associação Privada,Ativas
1405730,ASSOCIACAO BOUGAINVILLE RESIDENCE & RESORT,CONTATO@GESTAOALPHA.COM.BR,RUA ALAMEDA VELEIROS,44 36372967,Associação Privada,Ativas
1405939,IGREJA PENTECOSTAL IV HOMEM - IPIVH,ALCINEIACARNEIRO6@GMAIL.COM,"AREA RURAL, CASA  DISTRITO DE SOCAVAO",42 98231850,Organização Religiosa,Ativas
1405868,ASSOCIACAO SPIN,MARCOMATTA3169@GMAIL.COM,"RUA ITUPAVA, COND  NAO INFORMADO",41 88090541,Associação Privada,Ativas
1405756,CASA DE ORACAO CELESTIAL,IGREJACESTIAL4@GMAIL.COM,"RUA CANASVIEIRAS, BLOCO 03                  APT   101",45 98468836,Organização Religiosa,Ativas
1406005,MINISTERIO ACREDITO,ESCRITORIOCANAA.UMUARAMA@GMAIL.COM,AVENIDA LIBERDADE,44 98732267,Organização Religiosa,Ativas
1406040,ASSOCIACAO AGUAS DE FAXINAL DO SALTINHO,ATENDIMENTO_GSB@HOTMAIL.COM,DISTRITO FAXINAL DO SALTINHO,42 36233464,Associação Privada,Ativas
1406305,ASSEMBLEIA DE DEUS MISSOES ADM,CONTATO@ESCRITORIOVALORCONTABIL.COM.BR,AVENIDA CASTELO BRANCO,43 99216817,Organização Religiosa,Ativas
1406302,ASFENORTE - ASSOCIACAO DOS TRABALHADORES NA FEIRA DO PASTEL DE CIANORTE,FISCALCONTABILLIDER@GMAIL.COM,RUA JOAQUIM ANTONIO DO NASCIMENTO,44 30183597,Associação Privada,Ativas
1406177,INSTITUTO DE ENSINO MAE DA DIVINA GRACA,SECRETARIA@INSTITUTOMAEDADIVINAGRACA.COM.BR,RUA CIRO BOLIVAR ARAUJO MOREIRA,43 31423378,Associação Privada,Ativas
1406139,CAPIVARA CLUB PONTA GROSSA - PR,XXXX@XXX.COM.BR,RUA VISCONDE DE PORTO ALEGRE,42 99000000,Associação Privada,Ativas
1406311,A TAREFA,SECRETARIA@ELSHADAICONTABIL.COM.BR,RUA AMAZONAS DE SOUZA AZEVEDO,41 97681110,Organização Religiosa,Ativas
1406337,ASSOCIACAO UNIAO RECREATIVA DOS PRODUTORES RURAIS DE SAMAMBAIAL UM DE CANDOI-PR,ALAERTESRMSAMAMBAIALI@HOTMAIL.COM,COMUNIDADE LOCALIDADE DE SAMAMBAIAL UM,42 98692240,Associação Privada,Ativas
1406357,IGREJA PRESBITERIANA RENOVADA DE FLORESTA,JMCONTABILIDADE2@YAHOO.COM.BR,RUA RIO BRANCO,44 32361422,Organização Religiosa,Ativas
1406425,ASSOCIACAO DOS MORADORES SAO ROQUE DE SERRANOPOLIS DO IGUACU,NAOTEMEMAIL@HOTMAIL.COM,COMUNIDADE SAO ROQUE,45 32361009,Associação Privada,Ativas
1406418,ASSOCIACAO CORAL RENASCER,CLARIRABERATZ@HOTMAIL.COM,"RUA PREFEITO GRAEFF, SALA  3",46 99126371,Associação Privada,Ativas
1406427,ASSOCIACAO DE PESCADORES DO IATE CLUBE DE GUARATUBA,APICLUBE@GMAIL.COM,RUA NOSSA SENHORA DO ROCIO,41 96117333,Associação Privada,Ativas
1406470,ASSOCIACAO ATLETICA DOS ACADEMICOS RENEGADOS,RENEGADOSATLETICA@GMAIL.COM,VIA ROSALINA MARIA DOS SANTOS,67 98359591,Associação Privada,Ativas
1406391,ACAO DO BEM CURITIBA,EQUIPE@RARMCONTABILIDADE.COM.BR,"RUA WALDEMAR KOST, CASA  30                  COND  NAO INFORMADO       BLOCO WALDEMAR KOST",41 35421827,Associação Privada,Ativas
1406447,ASSOCIACAO TRABALHO NAS RUAS CURITIBA,MIRIANAIRIA@OUTLOOK.COM,AVENIDA PRESIDENTE AFFONSO CAMARGO,41 97931840,Associação Privada,Ativas
1406701,ASSOCIACAO ARTISTICA E CULTURAL MULE'K,JBELEDELI@AOINTL.COM,AVENIDA MANOEL RIBAS,42 91289240,Associação Privada,Ativas
1406590,ASSOCIACAO EDUCACIONAL TESOURO DOS PAIS,ESCOLAFAMILIAMARTIN@GMAIL.COM,RUA GRALHA AZUL,41 87171673,Associação Privada,Ativas
1406755,INSTITUTO AYAHUASCA ONCA PINTADA,MEDITACOESCOLORIDAS@GMAIL.COM,"RUA CIPRESTE, APT   402                 BLOCO 30",47 97735363,Organização Religiosa,Ativas
1406807,ASSOCIACAO CULTURAL CANUTILHO TEMPERADO,CONTBRN@GMAIL.COM,RUA DOS GANSOS,41 98168808,Associação Privada,Ativas
1407021,ASSOCIACAO BASQUETE CAPANEMA - ABASCAP,ABASCAPANEMA@GMAIL.COM,RUA PERNAMBUCO,46 99089381,Associação Privada,Ativas
1406845,ASSOCIACAO BICHO AMIGO PITANGA PARANA,LELAGRANDEC@GMAIL.COM,"AVENIDA BRASIL, SALA  01",42 99564404,Associação Privada,Ativas
1407003,ASSOCIACAO DOS PRODUTORES DE HORTIFRUTIGRANJEIROS E PISCICULTURA PRIMAVERA DE RIBEIRAO DO PINHAL,DANIEL_GOLFIERI_13@HOTMAIL.COM,RUA PROFESSORA LEA BRANDAO DOS SANTOS,43 99127086,Associação Privada,Ativas
