id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
674582,,,,,,
674891,SOCIEDADE BRASILEIRA DE DERMATOLOGIA REGIONAL DO PARANA - SBD-PR,franca@sacfranca.com.br,"AVENIDA SETE DE SETEMBRO, CONJ  108",41 32441317,Associação Privada,ATIVA
674905,ASSOCIACAO COMERCIAL E EMPRESARIAL DE MERCEDES - ACIM,executivamercedes@hotmail.com,RUA MONTE CASTELO,45 32561284,Associação Privada,ATIVA
674908,IGREJA PRESBITERIANA VILA RIO BRANCO,escritorioaraukaria@uol.com.br,RUA COM MANOEL INACIO,42 2332285,Associação Privada,ATIVA
674910,ASSOCIACAO DOS ENGENHEIROS AGRONOMOS DE CAMPO MOURAO,sercontag@uol.com.br,"AVENIDA IRMAOS PEREIRA, CX POSTAL 145",4409978136,Associação Privada,ATIVA
674912,ASSOCIACAO CASA FAMILIA MARIA PORTA DO CEU,CASA.FAMILIA.CFMPC@GMAIL.COM,AVENIDA CURITIBA,45 35777825,Associação Privada,ATIVA
674914,CESUAP CENTRO DE ENSINO SUPERIOR DE APUCARANA,fap@fap.com.br,RUA OSVALDO DE OLIVEIRA,4303033890,Associação Privada,ATIVA
674909,ACIMAN-ASSOCIACAO COM E INDUSTRIAL DE MANDAGUACU,CONTATO@ACIMANMANDAGUACU.COM.BR,"RUA 7 DE SETEMBRO, SALA: 01 E 03; PAVMTO: SUPERIOR; : GALERIA RAVENNA;",44 32452116,Associação Privada,ATIVA
674911,ASSOCIACAO DE PRODUTORES DE SAO LUIZ,contato@unioncontadores.com.br,"RUA PRINCIPAL, SALA",4609925136,Associação Privada,ATIVA
674843,ASSOCIACAO FILHAS DE SAO CAMILO,occ.cataratas@hotmail.com,AVENIDA DUQUE DE CAXIAS,45 32621289,Associação Privada,ATIVA
674900,FUNDACAO DE APOIO AO ENS EXT PESQ E POS GRADUACAO,fundep@fundeppr.com.br,RUA UNIVERSITARIA,4503324673,Fundação Privada,ATIVA
674913,ASSOCIACAO DO GRUPO DAS QUINTAS,rh@alphacontab.com,AVENIDA JUSCELINO KUBITSCHEK,4503027321,Associação Privada,INAPTA
674907,CEPAS - CENTRO ESPERANCA POR AMOR SOCIAL,CEPASLONDRINA@YAHOO.COM.BR,RUA MIGUEL PEREZ,43 33264739,Associação Privada,ATIVA
674904,ASSOCIACAO DOS FENILCETONURICOS E HOMOCISTINURICOS DO PARANA - AFEH-PR,celsodalnegro@hotmail.com,AVENIDA PREFEITO LOTHARIO MEISSNER,41 3625455,Associação Privada,ATIVA
674916,ASSOCIACAO ISRAELITA DE BENEFICENCIA CHABAD LUBAVITCH,CONTATO@CHABADCURITIBA.COM,RUA ALFERES ANGELO SAMPAIO,41 30231398,Associação Privada,ATIVA
674892,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ANTONIO OLINTO,APAEAO@YAHOO.COM.BR,RUA REINALDO MACHIAVELLI,42 35321475,Associação Privada,ATIVA
674915,"ASSOCIACAO COMERCIAL, INDUSTRIAL E AGROPECUARIA DE PATO BRAGADO",COORDENACAOFINANCEIRO@ACIBRAPATOBRAGADO.COM.BR,RUA GUAIRA,45 32821411,Associação Privada,ATIVA
674918,ACADEMIA PARANAENSE DE MEDICINA,ACADEMIAPR@UOL.COM.BR,RUA CANDIDO XAVIER,41 91018309,Associação Privada,ATIVA
674917,CENTRO DE TRADICOES GAUCHAS LACANDO A TRADICAO,contabilidademarmeleiro@gmail.com,"RUA RIGOLETO ANDREOLI, PROLONGAMENTO",46 35251211,Associação Privada,ATIVA
674921,INSTITUTO JAIME LERNER,assessoria@egidecontabilidade.com,"RUA BOM JESUS, CASA",41 33232043,Associação Privada,ATIVA
674922,ASSOCIACAO COMERCIAL E INDUSTRIAL DE ORTIGUEIRA ACIO,servicel.contabilidade@uol.com.br,AVENIDA BRASIL,42 32772105,Associação Privada,ATIVA
674923,CAMARA DE DIRIGENTE LOJISTA DE GENERAL CARNEIRO,CDLGALCARNEIRO@HOTMAIL.COM,RUA ESTELIANO PIZZATTO,42 35521424,Associação Privada,ATIVA
674927,SOMAR SOCIEDADE ORNITOFILA DE MARINGA,ayrtonp@terra.com.br,AVENIDA SAO DOMINGOS,044 4651299,Associação Privada,ATIVA
674902,ASSOCIACAO NACIONAL DE AMIGOS DO MUSEU DA VIDA DA PASTORAL DA CRIANCA,pastcri@rebidia.org.br,"RUA JACAREZINHO, ANT. LAR H. LUPION",41 3360250,Associação Privada,ATIVA
674925,FUNDACAO CULTURAL DE CEU AZUL,prestaserv@netceu.com.br,AVENIDA NILO UMBERTO DEITOS,45032661122,Fundação Privada,ATIVA
674920,FEDERACAO PARANAENSE DE JUDO,HELDERFAGGION@HOTMAIL.COM,RUA CARLOS KLEMTZ,41 32298588,Associação Privada,ATIVA
674926,AMIGOS PADRES DA ARQUIDIOCESE DE CURITIBA-APAC,CONTABILIDADE@MITRADECURITIBA.ORG.BR,AVENIDA JAIME REIS,41 21056329,Organização Religiosa,ATIVA
674929,IGREJA BATISTA EBENEZER DE NOVA ESPERANCA,lex.pessoal@yahoo.com.br,RUA ROMARIO MARTINS,4403252451,Associação Privada,ATIVA
674939,ASSOC PROTECAO A MATERNIDADE E INFANCIA NOVA ESP SUDOES,narcizo@netconta.com.br,SV IGUACU S/N,4603546122,Associação Privada,Não informado
674933,NUCLEO PSICANALITICO DE CURITIBA,SECRETARIA@GPC.ORG.BR,"RUA DA PAZ, SALA  525",41 32631495,Associação Privada,ATIVA
674936,ASSOCIACAO COMERCIAL E EMPRESARIAL DE ENTRE RIOS DO OESTE - PR,ACIER1993@HOTMAIL.COM,AVENIDA RUA OSVALDO SCHAEFER,45 98221824,Associação Privada,ATIVA
674932,COMUNHAO ESPIRITA CRISTA DE LONDRINA,escolapestalozzi.adm@hotmail.com,RUA TADAO OHIRA,4303341169,Associação Privada,ATIVA
674947,ASSOCIACAO METODISTA DE ACAO SOCIAL-AMAS,AMASADMCURITIBA@GMAIL.COM,RUA ELIZABETH JANE BROWN,41 30165020,Associação Privada,ATIVA
674942,IGREJA EVANGELICA BATISTA DE GUABIROTUBA,ibguabi@gmail.com,AVENIDA SENADOR SALGADO FILHO,41 32964085,Associação Privada,ATIVA
674943,FEDERACAO PARANAENSE DE AUTOMOBILISMO,copapinhais@fpra.com.br,"RUA ENGENHEIRO NIEPCE DA SILVA, CASA",41 3454351,Associação Privada,ATIVA
674930,COMUNIDADE CRISTA REVIVER,rodrigo@njcontabilidade.com.br,AVENIDA IGUACU,4103015795,Associação Privada,ATIVA
674941,ASSOCIACAO BENEFICENTE CURITIBANA.,claudia@abcvida.org.br,RUA AMAZONAS DE SOUZA AZEVEDO,41 3235909,Associação Privada,ATIVA
674948,ASSOC PAIS AMIGOS DA UNIDADE INFANTIL YVONE PIMENTEL,ceiyvonepimentel@hotmail.com,RUA SEBASTIAO MALUCELLI,4103247428,Associação Privada,ATIVA
674935,ASSOCIACAO DO CLUBE DE MAES CJ.H.MARIA C.S. DE OLIVEIRA,medinacontabilidade@hotmail.com,RUA ALCIDES SIMAO SANTIAGO,43 33379081,Associação Privada,ATIVA
674950,ASSOCIACAO DOS EMPREGADOS DA EMBRAPA FLORESTAS.,jomag@pop.com.br,"ESTRADA DA RIBEIRA BR-476, : KM 111;",41 36755715,Associação Privada,ATIVA
674938,COMUNIDADE EVANGELICA BRASAS VIVAS,SECRETARIA.BRASASVIVAS@GMAIL.COM,RUA MAESTRO FRANCISCO ANTONELLO,41 30238650,Organização Religiosa,INAPTA
674949,ASSOCIACAO TRIVIAIS,MARCOSKLOTZ@HOTMAIL.COM,"RUA SILVERIO HERMES SIMM, QUADRA: 39; LOTE: 486 E 487;",41 30186206,Associação Privada,ATIVA
674951,COMUNIDADE EVANGELICA DE CONFISSAO LUTERANA EM RIO NEGRO,rh@orgama.com.br,RUA BOM JESUS,4103642165,Organização Religiosa,ATIVA
674945,APASEM ASSOC PARANAENSE DOS PROD DE SEMENTES E MUDAS,APASEM@APASEM.COM.BR,RUA GENERAL ESTILAC LEAL,45 32788184,Associação Privada,ATIVA
674953,CLUBE NAUTICO DE ANTONINA,cnantonina@brturbo.com.br,AVENIDA CONDE MATARAZZO,4103432133,Associação Privada,ATIVA
674937,OBRAS SOCIAIS SANTA TEREZINHA,SAOVICENTE.ASILO@GMAIL.COM,RUA MATO GROSSO,43 32321248,Associação Privada,ATIVA
674954,ASSOCIACAO DOS SERV PUBL APOSENTADOS DO MUNIC DE MGA,dirson.romao@uol.com.br,"AVENIDA JOAO PAULINO VIEIRA FILHO, SLJ   07                  EDIF  NEW CENTER",44 32240788,Associação Privada,ATIVA
674924,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FIGUEIRA,FIGUEIRA@APAEPR.ORG.BR,"RUA H, CASA",43 35471120,Associação Privada,ATIVA
674956,PRIMEIRA IGREJA BATISTA EM PITANGA,PIBEMPITANGA@GMAIL.COM,RUA EBANO PEREIRA,42 98437654,Associação Privada,ATIVA
674944,APASEM ASSOC PARANAENSE DOS PROD DE SEMENTES E MUDAS,apasem@apasem.com.br,AVENIDA VISCONDE DO RIO BRANCO,4103019208,Associação Privada,ATIVA
674955,ASSOCIACAO DOS SERV PUBLICOS MUNICIPAIS DE PITANGA PR,marquinholopes@hotmail.com,PRACA 28 DE JANEIRO,4203646134,Associação Privada,ATIVA
674957,FUNDACAO LUTERANA DE ASSISTENCIA SOCIAL,flasancionato@hotmail.com.br,RUA JOAO DEMBINSKI,041 285 1532,Fundação Privada,ATIVA
674952,LIGA DE APOIO SOCIO CULTURAL LEONOR WITTERS CORDEIRO DE ANTONINA,ligatuberculose@ig.com,"RUA DR CARLOS GOMES COSTA, CASA",4103432159,Associação Privada,ATIVA
674958,FUNDACAO LUTERANA DE ASSISTENCIA SOCIAL,flas_crechebs@yahoo.com.br,RUA RIO SOLIMOES,4103667564,Fundação Privada,ATIVA
674919,ASSOCIACAO DOS ENGENHEIROS AGRONOMOS DE LONDRINA,dpcontec@sercomtel.com.br,RUA KOZEN IGUE,43033251603,Associação Privada,ATIVA
674934,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTO ANTONIO DO CAIUA,SANTOANTONIODOCAIUA@APAE.PR.ORG.BR,"AVENIDA SAO JOAO, EDIF",44 34431292,Associação Privada,ATIVA
674959,IGREJA PRESBITERIANA DE CURITIBA,motttin@mottincontabilidade.com.br,RUA COM ARAUJO,41 36697154,Organização Religiosa,ATIVA
674962,IGREJA BATISTA DO PAROLIM,muniz@drumshop.com.br,RUA ALFERES POLI,4103332576,Organização Religiosa,ATIVA
674964,MOVIMENTO PRO CRECHE NOSSA SENHORA DO ROCIO,globo.contabil@hotmail.com,RUA CHILE,4103233226,Associação Privada,ATIVA
674960,IGREJA PRESBITERIANA DE CURITIBA,mottin@mottincontabilidade.com.br,RUA COIMBRA,41 36697154,Organização Religiosa,ATIVA
674963,AMAR ASSISTENCIA AO MENOR PARA AMPARO E RECUPERACAO,CORTESRC70@HOTMAIL.COM,RUA CAPISTRANO DE ABREU,41 96798283,Associação Privada,ATIVA
674967,IRMANDADE EVANGELICA BETANIA,FINANCEIRO1@IRMANDADEBETANIA.ORG.BR,RUA FRANCISCO CAETANO CORADIN,41 36664383,Associação Privada,ATIVA
674965,CLINICA OASIS PARANAENSE,FINANCEIRO@OASISPARANAENSE.COM.BR,"RUA FREI JACINTO GOVASKI, ANEXO HOSPITALAR",41 36572021,Associação Privada,ATIVA
674972,INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA,FALECONOSCO@SISTEMAFIEP.ORG.BR,AVENIDA RUI BARBOSA,41 32719000,Associação Privada,ATIVA
674940,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA CRUZ DE MONTE CASTELO,cassonemt@hotmail.com,"AVENIDA LAERCIO AP RIBEIRO, TERRO",4403452187,Associação Privada,ATIVA
674968,IRMANDADE EVANGELICA BETANIA,FINANCEIRO1@IRMANDADEBETANIA.ORG.BR,RUA JUDITH SCHLUGA,41 36756610,Associação Privada,ATIVA
674975,ASSOCIACAO EDUCACIONAL DECISIVO,contabilidade@decisivo.com.br,RUA DO HERVAL,4103264799,Associação Privada,ATIVA
674970,ASSOCIACAO PEDAGOGICA ANTROPOSOFICA TURMALINA,prestativa@onda.com.br,RUA EDUARDO SPRADA,41 2858876,Associação Privada,ATIVA
674976,ASSOCIACAO EDUCACIONAL DECISIVO,FINANCEIRO@DECISIVO.NET,"RUA COMENDADOR ARAUJO, LOJA  07                  COND  COMERCIAL SUL ED",41 33234371,Associação Privada,ATIVA
674978,AUGUSTA E RESP LOJA SIMBOLICA APOS DA CARIDADE N 21,SOCIETARIO2@ECONTABILCONSULTORIA.COM.BR,RUA FELINTO BENTO VIANA,41 30781112,Associação Privada,ATIVA
674973,CASA DO ESTUDANTE LUTERANO UNIVERSITARIO,asa@viacontabil.com,RUA CARLOS CAVALCANTI,4103016893,Associação Privada,ATIVA
674979,ASSOCIACAO RECREATIVA DOS FUNCIONARIOS DA COAMO,arcam@coamo.com.br,"VIA ROSALINA MARIA DOS SANTOS, CXPST 460",44 35998000,Associação Privada,ATIVA
674966,IRMANDADE EVANGELICA BETANIA,FINANCEIRO1@IRMANDADEBETANIA.ORG.BR,AVENIDA MONTEIRO TOURINHO,41 21187989,Associação Privada,ATIVA
674971,INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA,FALECONOSCO@SISTEMAFIEP.ORG.BR,AVENIDA COMENDADOR FRANCO,41 32719000,Associação Privada,ATIVA
674977,ASSOCIACAO DE USUARIOS DE INFORMATICA E TELECOMUNICACOES,CONTABILIDADEMSP2@GMAIL.COM,"RUA BENJAMIN CONSTANT, CONJ  403                 ANDAR 03                  COND  LONDON CJ CMRL",41 99080239,Associação Privada,ATIVA
674974,ASSOCIACAO EDUCACIONAL DECISIVO,CONTABILIDADE@DECISIVO.COM.BR,"RUA VISCONDE DO RIO BRANCO, CONJUNTOS 1501 A 1505",41 33229021,Associação Privada,ATIVA
674981,ASSOCIACAO DOS FUNCIONARIOS MUNICIPAIS DE CAMBE,afmcfred2@hotmail.com,RUA MERCURIO,43 32544511,Associação Privada,ATIVA
674984,CONGREGACAO CRISTA NO BRASIL,itamarferreira@brturbo.com.br,AVENIDA CESARIO CASTILHO,43 35422132,Organização Religiosa,ATIVA
674969,IRMANDADE EVANGELICA BETANIA,FINANCEIRO1@IRMANDADEBETANIA.ORG.BR,AVENIDA MONTEIRO TOURINHO,41 21187989,Associação Privada,ATIVA
674983,CONGREGACAO CRISTA NO BRASIL,itamarferreira@brturbo.com.br,RUA SHINITI SASSATANI,4303542214,Organização Religiosa,ATIVA
674982,ASSOCIACAO FRANCISCANA DE ASSISTENCIA SOCIAL SANTA MARIA DOS ANJOS,afascom@sigmanet.com.br,RUA DINO VEIGA 238,1932329922,Associação Privada,Não informado
674985,IGREJA PRESBITERIANA,luciano@escritoriorazera.com.br,RUA XV DE NOVEMBRO,4203232549,Fundação Privada,ATIVA
674987,SOCIEDADE EDUCACIONAL 1890,rudy@tiagocontabilidade.com.br,RUA MAJOR OTAVIO NOVAES,4203233550,Associação Privada,ATIVA
674992,IGREJA A VERDADE QUE LIBERTA,FINANCEIRO.MEDIANEIRA@AVERDADE.COM.BR,RUA ARGENTINA,45 99159766,Organização Religiosa,ATIVA
674988,ASSOCIACAO DOS MORADORES DE GRACIOSA,assocgraciosa@hotmail.com,RUA RUI BARBOSA,4403428141,Associação Privada,INAPTA
674991,IGREJA A VERDADE QUE LIBERTA,FINANCEIRO.MATELANDIA@AVERDADE.COM.BR,RUA RUI BARBOSA,45 99160792,Organização Religiosa,ATIVA
674990,IGREJA A VERDADE QUE LIBERTA,FINANCEIRO.NACIONAL@AVERDADE.COM.BR,RUA RUI BARBOSA,47 99865703,Organização Religiosa,ATIVA
674989,ASSOCIACAO DOS ENGENHEIROS AGRONOMOS DOS CAMPOS GERAIS,AEACGPG@GMAIL.COM,RUA JULIA WANDERLEI,42 32221520,Associação Privada,ATIVA
675001,CENTRO ESPIRITA UNIAO E CARIDADE,jqmmedeiros@bol.com.br,RUA MIGUEL BRENNER,41 32626380,Associação Privada,ATIVA
674995,PRIMEIRA IGREJA BATISTA DE CURITIBA,solange.rh@pibcuritiba.org.br,AVENIDA BATEL,4103091433,Organização Religiosa,ATIVA
675003,PROVINCIA DA MISERICORDIA DIVINA DA CONGREGACAO DOS MARIANOS NO BRASIL,ADMINISTRACAO@MISERICORDIA.ORG.BR,ESTRADA DO GANCHINHO,41 31497568,Organização Religiosa,ATIVA
674996,ASSOCIACAO DOS SERVIDORES DO SERPRO ASES 9 URO,isabel@ases-pr.org.br,"RUA MATEUS LEME, TERREO",4103257628,Associação Privada,ATIVA
675007,MITRA DIOCESANA DE GUARAPUAVA,paroquiant@yahoo.com.br,RUA SPARTA,4203623598,Organização Religiosa,ATIVA
675000,1 IGREJA PRESBITERIANA INDEPENDENTE DE CTA,financeiro@falavinha.com.br,RUA DO ROSARIO,4103223364,Associação Privada,ATIVA
675002,PROVINCIA DA MISERICORDIA DIVINA DA CONGREGACAO DOS MARIANOS NO BRASIL,ADMINISTRACAO@MISERICORDIA.ORG.BR,RUA ITACOLOMI,41 32292865,Organização Religiosa,ATIVA
674998,SEGUNDA IGREJA BATISTA DE CURITIBA,ADMINISTRACAO@SIBCURITIBA.ORG.BR,"RUA JOSE RISSATTO, TEMPLO",41 32672937,Associação Privada,ATIVA
675008,MITRA DIOCESANA DE GUARAPUAVA,nossasenhoradorosariop@yahoo.com.br,AVENIDA CURITIBA,4203623598,Organização Religiosa,ATIVA
675006,PROVINCIA DA MISERICORDIA DIVINA DA CONGREGACAO DOS MARIANOS NO BRASIL,jaqueline@carlosmuller.com.br,RUA ESTRADA DO GANCHINHO 570,4132292865,Organização Religiosa,Não informado
674997,FUNDACAO COPEL DE PREVIDENCIA E ASSISTENCIA SOCIAL,FUNDACAO@FCOPEL.ORG.BR,RUA TREZE DE MAIO,41 38836000,Fundação Privada,ATIVA
675005,PROVINCIA DA MISERICORDIA DIVINA DA CONGREGACAO DOS MARIANOS NO BRASIL,ADMINISTRACAO@MISERICORDIA.ORG.BR,RUA IVAN FERREIRA DO AMARAL FILHO,41 31497568,Organização Religiosa,ATIVA
675004,PROVINCIA DA MISERICORDIA DIVINA DA CONGREGACAO DOS MARIANOS NO BRASIL,ADMINISTRACAO@MISERICORDIA.ORG.BR,RUA FRANCISCO MORO,41 33292865,Organização Religiosa,ATIVA
674986,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CASTRO,catarina@tiagocontabilidade.com.br,RUA BENJAMIN CONSTANT,4203232201,Associação Privada,ATIVA
674999,ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL NO PARANA - AFIPA,contability@brturbo.com.br,"RUA RIACHUELO, 6 AND",4103223590,Associação Privada,ATIVA
675010,MITRA DIOCESANA DE GUARAPUAVA,paroquia.saojoaobatista@hotmail.com,RUA SAO JOAO BATISTA,4203623598,Organização Religiosa,ATIVA
674993,FEDERACAO PARANAENSE DE KARATE,PRESIDENTE@FPRK.COM.BR,"AVENIDA MARECHAL FLORIANO PEIXOTO, CONJ  506                 ANDAR 05                  COND  BANTIBA ED",41 91887093,Associação Privada,ATIVA
675009,MITRA DIOCESANA DE GUARAPUAVA,paroquia_nsaparecida@hotmail.com,RUA CANTU,4203623598,Organização Religiosa,ATIVA
675013,MITRA DIOCESANA DE GUARAPUAVA,sterezinha@diopuava.org.br,RUA TIRADENTES,4203623598,Organização Religiosa,ATIVA
675012,MITRA DIOCESANA DE GUARAPUAVA,pnsainacio@yahoo.com.br,RUA MAL FLORIANO PEIXOTO,4203623598,Organização Religiosa,ATIVA
675011,MITRA DIOCESANA DE GUARAPUAVA,imaculadaauxiliadora@gmail.com,PRACA NOSSA SENHORA AUXILIADORA,4203623598,Organização Religiosa,ATIVA
675015,MITRA DIOCESANA DE GUARAPUAVA,paroquiaturvopr@hotmail.com,AVENIDA NOSSA SENHORA APARECIDA,4203623598,Organização Religiosa,ATIVA
675014,MITRA DIOCESANA DE GUARAPUAVA,pnsfatima2008@hotmail.com,AVENIDA BANDEIRANTES,4203623598,Organização Religiosa,ATIVA
675016,MITRA DIOCESANA DE GUARAPUAVA,paroquiadecgalo@yahoo.com.br,AVENIDA EPAMINONDAS FRITZ,4203623598,Organização Religiosa,ATIVA
675018,MITRA DIOCESANA DE GUARAPUAVA,cssguarapuava@gmail.com,RUA FRANCISCO DE MARIO,4203623598,Organização Religiosa,ATIVA
675017,MITRA DIOCESANA DE GUARAPUAVA,paroquiasantamaria36@hotmail.com,RUA DA GRUTA,4203623598,Organização Religiosa,ATIVA
675019,MITRA DIOCESANA DE GUARAPUAVA,paroquiariobonitodoiguacu@gmail.com,RUA SETE DE SETEMBRO,4203623598,Organização Religiosa,ATIVA
675020,MITRA DIOCESANA DE GUARAPUAVA,paroquiacandoi@hotmail.com,AVENIDA XV DE NOVEMBRO,4203623598,Organização Religiosa,ATIVA
675021,MITRA DIOCESANA DE GUARAPUAVA,parsantosanjos@gmail.com,RUA JOAO GUIMARAES ROSA,4203623598,Organização Religiosa,ATIVA
675022,MITRA DIOCESANA DE GUARAPUAVA,nsdaluzesp@yahoo.com.br,RUA BELO HORIZONTE,4203623598,Organização Religiosa,ATIVA
675025,MITRA DIOCESANA DE GUARAPUAVA,paraparecida@hotmail.com,RUA JOAO VICENTIM,4203623598,Organização Religiosa,ATIVA
675024,MITRA DIOCESANA DE GUARAPUAVA,MITRACONTABIL@HOTMAIL.COM,RUA BERNARDINO R LACERDA,42 36235984,Organização Religiosa,ATIVA
675026,MITRA DIOCESANA DE GUARAPUAVA,parimacon@hotmail.com,"RUA RIO IGUACU, QUADRA",4203623598,Organização Religiosa,ATIVA
675033,FUNDACAO HONORINA VALENTE,equipefhv@gmail.com,RUA SALDANHA MARINHO,4103082471,Fundação Privada,ATIVA
675023,MITRA DIOCESANA DE GUARAPUAVA,laranjalsaopedro@gmail.com,AVENIDA PARANA,4203623598,Organização Religiosa,ATIVA
675029,MITRA DIOCESANA DE GUARAPUAVA,perpetuo.socorro.puava@hotmail.com,RUA JOAO LACERDA CALDAS,4203623598,Organização Religiosa,ATIVA
675027,MITRA DIOCESANA DE GUARAPUAVA,belemri_paroquia1998@hotmail.com,RUA JOAO JOSE RIBEIRO,4203623598,Organização Religiosa,ATIVA
675032,CLUBE SAO LOURENCO,csaolourenco@gmail.com,RUA SANTA RITA DURAO,41 31532774,Associação Privada,ATIVA
675031,MITRA DIOCESANA DE GUARAPUAVA,tanzip@terra.com.br,RUA MATILDE MARTINS ORANI,42 36235984,Organização Religiosa,ATIVA
675030,MITRA DIOCESANA DE GUARAPUAVA,tanzip@terra.com.br,RUA SETE DE SETEMBRO,42 36235984,Organização Religiosa,ATIVA
675028,MITRA DIOCESANA DE GUARAPUAVA,paroquiasaoroquebv@hotmail.com,AVENIDA SAO ROQUE,4203623598,Organização Religiosa,ATIVA
675036,IGREJA PRESBITERIANA DE GUARAPUAVA,IPBGUARAPUAVA@GMAIL.COM,RUA CORONEL SALDANHA,42 30351050,Organização Religiosa,ATIVA
675034,PRIMEIRA IGREJA BATISTA REGULAR DE CURITIBA,jmrh@onda.com.br,"RUA JOAO BORSATO, TERREO",041 3769158,Associação Privada,ATIVA
675040,MITRA DIOCESANA DE PALMAS,APARECIDAPALMAS@LIVE.COM,RUA PRESIDENTE GETULIO VARGAS,46 32631334,Organização Religiosa,ATIVA
674980,ASSOCIACAO DE PAIS E AMIGOS DE EXCEPCIONAIS APAE,apaecambepr@hotmail.com,RUA ESTADOS UNIDOS,4303249375,Associação Privada,ATIVA
675037,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,jaguarcontabilidade@uol.com.br,RUA DO EXPEDICIONARIO,43 35351585,Associação Privada,ATIVA
675039,MITRA DIOCESANA DE PALMAS,PAROQUIACHOPIM@YAHOO.COM.BR,RUA XV DE NOVEMBRO,46 32421411,Organização Religiosa,ATIVA
675043,MITRA DIOCESANA DE PALMAS,PNS.SALETE@GMAIL.COM,RUA NEREU SCHLIKMANN,46 35271544,Organização Religiosa,ATIVA
675038,MITRA DIOCESANA DE PALMAS,PAROQUIASAOJOSEFB@GMAIL.COM,RUA UNIAO DA VITORIA,46 35244949,Organização Religiosa,ATIVA
675041,MITRA DIOCESANA DE PALMAS,PAROQUIAHONORIO@HOTMAIL.COM,AVENIDA SAO FRANCISCO,46 32451144,Organização Religiosa,ATIVA
675042,MITRA DIOCESANA DE PALMAS,SECRETARIA.NSRDEFATIMA@GMAIL.COM,RUA CAETANO MUNHOZ DA ROCHA,46 32243634,Organização Religiosa,ATIVA
675045,MITRA DIOCESANA DE PALMAS,PAROQUIANOVAESPERANCA@HOTMAIL.COM,AVENIDA IGUACU,46 35461321,Organização Religiosa,ATIVA
675046,ASSOCIACAO CIVIL PRO SAUDE DOS SERV UNIV EST P. GROSSA,ADMINISTRADOR@PROSAUDEUEPG.COM.BR,RUA SENADOR PINHEIRO MACHADO,42 32249108,Associação Privada,ATIVA
675044,MITRA DIOCESANA DE PALMAS,PAROQUIANSA1@HOTMAIL.COM,AVENIDA VEREADOR VALMIR ALEXANDRE,46 35371219,Organização Religiosa,ATIVA
675035,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS,guarapuava@apaebrasil.org.br,RUA LUIZ CISCATO,042 7232544,Associação Privada,ATIVA
675047,ASSOCIACAO DAS CRIANCAS E ADOLESCENTES DE CEU AZUL,prestaservcontabilidade@hotmail.com,RUA PAULO WICHOSKI,45 32661185,Associação Privada,ATIVA
675050,IGREJA BATISTA DO HAUER,pessoal@apncontabil.com.br,RUA PROF MARIA ASSUMPCAO,4103072635,Organização Religiosa,ATIVA
675048,ACEJOTA ASSOCIACAO COMERCIAL E EMPRESARIAL DE JOAQUIM TAVORA,bensi.rodrigo@gmail.com,AVENIDA AVENIDA GETULIO VARGAS,43 35591236,Associação Privada,ATIVA
675051,ASSOC. DOS FUNC. DA SEC. DA AGRIC: DO ESTADO DO PARANA,silveira_amaral@hotmail.com,RUA CEL AMAZONAS MARCONDES,4103252736,Associação Privada,ATIVA
675053,SVERDI PROPAGACAO E CULTURA,SVERDISEC@GMAIL.COM,RUA EMILIANO PERNETA,41 32233931,Organização Religiosa,ATIVA
675060,IGREJA BATISTA DE BOM RETIRO,administracao@ibbr.org.br,AVENIDA DESEMBARGADOR HUGO SIMAS,4103077774,Organização Religiosa,ATIVA
675055,SVERDI PROPAGACAO E CULTURA,strapasson@filantropica.com.br,RUA EMILIANO PERNETA,4103222013,Organização Religiosa,ATIVA
675052,ASSOCIACAO FILOSOFICA PHOENIX,ajcampos@uol.com.br,RUA LEOPOLDO MANSON VAZ,41 32573967,Associação Privada,ATIVA
675062,CLUBE RECREATIVO BELAVISTENSE,otaviodurex@hotmail.com,AVENIDA ELPIDIO SESTARI,4303242138,Associação Privada,ATIVA
675061,"ASSOCIACAO COMERCIAL, INDUSTRIAL E AGROPECUARIA DE SAO MATEUS DO SUL",ACIASMS@ACIASMS.COM.BR,"RUA ULISSES FARIA, 1. ANDAR",42 35322117,Associação Privada,ATIVA
674994,ASSOCIACAO BENEFICENTE PRIMAVERA - ABEP,ESCOLAESPECIALIZADAPRIMAVERA@GMAIL.COM,RUA MONTE CASTELO,41 32627473,Associação Privada,ATIVA
675054,SVERDI PROPAGACAO E CULTURA,strapasson@filantropica.com.br,RUA GUARANI,4503252285,Organização Religiosa,ATIVA
