id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral,edmu_cd_municipio,edmu_nm_municipio
675324,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA MATEUS LEME,4303253127.0,Organização Religiosa,ATIVA,4103701,Cambé
675329,"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE APUCARANA - ACIA",contabilidade@versaillescontabilidade.com.br,"RUA OSWALDO CRUZ, 15 ANDAR",4303033667.0,Associação Privada,ATIVA,4101408,Apucarana
675327,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,"FAZENDA PALHANO, LOTE 130",4303339119.0,Organização Religiosa,ATIVA,4113700,Londrina
675330,LAR SAO VICENTE DE PAULO,cezarfarinacio@uol.com.br,AVENIDA CURITIBA,4334681115.0,Associação Privada,ATIVA,4122107,Rio Bom
675328,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,adrilton@gmail.com,RUA CLOVIS DA FONSECA,4303422146.0,Associação Privada,ATIVA,4101408,Apucarana
675266,SANTA CASA DE MISERICORDIA DE ENGENHEIRO BELTRAO,escritorioitaipu@hotmail.com,AVENIDA IVAI,4403537138.0,Associação Privada,ATIVA,4107504,Engenheiro Beltrão
675332,ASSOCIACAO ROLANDENSE DE ENSINO E CULTURA,tesouraria@faccar.com.br,RUA DOM PEDRO II,4332558500.0,Associação Privada,ATIVA,4122404,Rolândia
675334,ASSOCIACAO ATLETICA BANCO DO BRASIL,escriban@brturbo.com.br,ESTRADA BR 369 SN,4303542184.0,Associação Privada,Não informado,4102406,Bandeirantes
675335,ASSOCIACAO COMERCIAL E INDUSTRIAL DE CIANORTE,contato@escritoriolago.com.br,AVENIDA SANTA CATARINA,4436191124.0,Associação Privada,ATIVA,4105508,Cianorte
675342,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA MANOEL RIBAS,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675340,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA BARAO DE ANTONINA,4335241942.0,Organização Religiosa,ATIVA,4112702,Jataizinho
675339,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,AVENIDA ALBERTO CARAZZAI,4303524194.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675336,CLUBE RECREATIVO 25 DE JULHO,pessoal@veracruzcontabil.com.br,RUA LAGOA VERMELHA,4403675143.0,Associação Privada,ATIVA,4105607,Cidade Gaúcha
675343,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA BENJAMIN CONSTANT,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675344,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA MICHEL FERES HADDAD,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675341,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,"RODOVIA PR 160, KM 4",4303524194.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675337,ASSOCIACAO COMERCIAL E EMPRESARIAL DE CORNELIO PROCOPIO,valdealves@hotmail.com,RUA AMAZONAS,435241682.0,Associação Privada,ATIVA,4106407,Cornélio Procópio
675347,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,AVENIDA P JUSCELINO KUBITSCHEK,4303523980.0,Organização Religiosa,ATIVA,4123907,Santa Mariana
675346,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA GETULIO VARGAS,4303523980.0,Organização Religiosa,ATIVA,4123907,Santa Mariana
675345,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA IMACULADA CONCEICAO,4303523980.0,Organização Religiosa,ATIVA,4116604,Nova América da Colina
675333,ASSOCIACAO ROLANDENSE DE ENSINO E CULTURA,tesouraria@faccar.com.br,RUA D PEDRO II,4303255850.0,Associação Privada,ATIVA,4122404,Rolândia
675349,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA MONSENHOR CELSO,4303523980.0,Organização Religiosa,ATIVA,4126405,Sertaneja
675350,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,LARGO DA MATRIZ,4303523980.0,Organização Religiosa,ATIVA,4121307,Rancho Alegre
675351,SERTANEJA COUNTRY CLUBE,tuyuki@br10.com.br,RUA PRES CASTELO BRANCO,4303562113.0,Associação Privada,ATIVA,4126405,Sertaneja
675348,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA FRANCISCO SILVA,4335241942.0,Organização Religiosa,ATIVA,4113403,Leópolis
675352,CLUBE CAMPESTRE DE ARAPONGAS,rh1@contabilidadehercules.com.br,RUA IRATAUA,4303055380.0,Associação Privada,ATIVA,4101507,Arapongas
675353,AUGUSTA RESPEITAVEL LOJA SIMBOLICA ESTRELA ARAPONGAS,rh1@contabilidadehercules.com.br,RUA ROLINHAS,4303055380.0,Associação Privada,ATIVA,4101507,Arapongas
675359,CLUBE PARANAENSE DE TIRO,CPRT@CPRT.COM.BR,"RUA ENGENHEIRO JOSE GILBERTO HIGINO DA COSTA, CASA",4136735249.0,Associação Privada,ATIVA,4119509,Piraquara
675360,ECAP ENSINO CULTURA E ASSISTENCIA PARANA,FINANCEIRO@ECAP.ORG.BR,"RUA MARECHAL DEODORO, CONJ  1901                COND  MARECHAL DEODORO ED",4133789082.0,Associação Privada,ATIVA,4106902,Curitiba
675356,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,ADARAPONGAS@LIVE.COM,RUA FAISAO,4332763736.0,Organização Religiosa,ATIVA,4101507,Arapongas
675357,CLUBE DOS OFICIAIS DA POLICIA MILITAR DO EST DO PARANA,rh@priamo.com.br,RUA F HENRIQUE DE COIMBRA,4103307900.0,Associação Privada,ATIVA,4106902,Curitiba
675361,ECAP ENSINO CULTURA E ASSISTENCIA PARANA,rh@aicconsultoria.com.br,"ESTRADA DAS GAMELAS, KM 6,5",4103667363.0,Associação Privada,ATIVA,4125506,São José dos Pinhais
675363,MITRA DIOCESANA DE PARANAGUA,francieli1986@hotmail.com,RUA GUARAGUACU,414582525.0,Organização Religiosa,ATIVA,4119954,Pontal do Paraná
675355,"LAR SAO VICENTE DE PAULO DE ARAPONGAS, OBRA UNIDA A SOCIEDADE DE SAO VICENTE DE PAULO - SSVP",escritorio@damiaoefilhos.com.br,RUA PICA PAU,4303056378.0,Associação Privada,ATIVA,4101507,Arapongas
675362,BIBLIOTECA FREUDIANA DE CURITIBA,B.FREUDIANA@UOL.COM.BR,RUA MARECHAL HERMES,4133426238.0,Associação Privada,ATIVA,4106902,Curitiba
675354,S.O.S. GUARDA MIRIM DE ARAPONGAS,escritorio@edgardgomes.com.br,RUA CORRUIRA,4303252096.0,Associação Privada,ATIVA,4101507,Arapongas
675358,INSTITUTO HISTORICO E GEOGRAFICO DO PARANA,jqmmedeiros@bol.com.br,RUA JOSE LOUREIRO,4103224068.0,Associação Privada,ATIVA,4106902,Curitiba
675364,MITRA DIOCESANA DE PARANAGUA,pscristovao@hotmail.com,"RUA PADRE ADELIR ANTONIO DE CARLI, CXPST 458",4134255555.0,Organização Religiosa,ATIVA,4118204,Paranaguá
675365,MITRA DIOCESANA DE PARANAGUA,ESCRIT.LIMA@UOL.COM.BR,RUA ALDERICO BANDEIRA DE LIMA,4134224907.0,Organização Religiosa,ATIVA,4104006,Campina Grande do Sul
675369,MITRA DIOCESANA DE PARANAGUA,atendimento@contabilcaldas.com.br,RUA LUCIDIO FLORENCIO RIBEIRO,4134228553.0,Organização Religiosa,ATIVA,4127882,Tunas do Paraná
675368,MITRA DIOCESANA DE PARANAGUA,pnavegantes@hotmail.com,PRAÇA DA MATRIZ,4134225165.0,Organização Religiosa,ATIVA,4118204,Paranaguá
675366,MITRA DIOCESANA DE PARANAGUA,mitra-pgua@lol.com.br,"RUA XV DE NOVEMBRO, IGREJA DA ORDEM",4134228553.0,Organização Religiosa,ATIVA,4118204,Paranaguá
675371,MITRA DIOCESANA DE PARANAGUA,ATENDIMENTO@CONTABILCALDAS.COM.BR,RUA ENGENHEIRO BELTRAO,4134228553.0,Organização Religiosa,ATIVA,4109609,Guaratuba
675367,MITRA DIOCESANA DE PARANAGUA,secretariadabakhita@yahoo.com.br,RUA AURELIO ROMUALDO MORO,4134237402.0,Organização Religiosa,ATIVA,4118204,Paranaguá
675370,MITRA DIOCESANA DE PARANAGUA,paroquiasaopedrosaopaulo@hotmail.com.br,RUA GUAPE,4134551911.0,Organização Religiosa,ATIVA,4119954,Pontal do Paraná
675372,CLUBE ATLETICO SELETO,lorena.contec@onda.com.br,RUA BARONEZA DO CERRO AZUL,4134225733.0,Associação Privada,ATIVA,4118204,Paranaguá
675373,IGREJA BATISTA BETEL,batistabetel@batistabetel.com,RUA JOSE CADILHE,4134233423.0,Associação Privada,ATIVA,4118204,Paranaguá
675374,PRIMEIRA IGREJA BATISTA DE PARANAGUA,contabgil@brturbo.com.br,RUA PROF CLETO,4103423282.0,Associação Privada,ATIVA,4118204,Paranaguá
675376,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA CARMEN MIRANDA,4303348790.0,Organização Religiosa,ATIVA,4113700,Londrina
675379,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA DOM BOSCO,4333473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675375,MITRA ARQUIDIOCESANA DE LONDRINA,VINICIUS.SILVA@CONTABILSTOANTONIO.COM.BR,RUA RIO IGUACU,4333473141.0,Organização Religiosa,ATIVA,4103701,Cambé
675377,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,AVENIDA MADRE LEONIA MILITO,433221960.0,Organização Religiosa,ATIVA,4113700,Londrina
675378,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA LAZARO JOSE CARIAS DE SOUZA,433264414.0,Organização Religiosa,ATIVA,4113700,Londrina
675380,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,AVENIDA VICENTI  BOCUTI,4333473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675383,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA AURELIO BUARQUE HOLANDA,4303328366.0,Organização Religiosa,ATIVA,4113700,Londrina
675381,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA FRANCISCO BAER,433414525.0,Organização Religiosa,ATIVA,4113700,Londrina
675331,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ROLANDIA,rolandia@apaebrasil.org.br,RUA SANTA CATARINA,4303256107.0,Associação Privada,ATIVA,4122404,Rolândia
675382,MITRA ARQUIDIOCESANA DE LONDRINA,curialondrina@terra.com.br,RUA PEDRO ABELARDO,4333713141.0,Organização Religiosa,ATIVA,4113700,Londrina
675384,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA MATO GROSSO,4303329706.0,Organização Religiosa,ATIVA,4113700,Londrina
675386,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,NA PRCA GIRASSOL,4303255139.0,Organização Religiosa,ATIVA,4122404,Rolândia
675385,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA VIDEIRA,433374077.0,Organização Religiosa,ATIVA,4113700,Londrina
675387,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA PE CARLOS WEISS,4303347314.0,Organização Religiosa,ATIVA,4113700,Londrina
675392,MITRA ARQUIDIOCESANA DE LONDRINA,ADMCURIA@HOTMAIL.COM,RUA RIO SAO FRANCISCO,4333473141.0,Organização Religiosa,ATIVA,4103701,Cambé
675389,MITRA ARQUIDIOCESANA DE LONDRINA,curialondrina@terra.com.br,AVENIDA SAUL ELKIND,4333473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675388,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA LUIZ DIAS,4303342127.0,Organização Religiosa,ATIVA,4113700,Londrina
675390,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA NOVA ESPERANCA,433221960.0,Organização Religiosa,ATIVA,4113700,Londrina
675391,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA WALDIR DE AZEVEDO,4303328249.0,Organização Religiosa,ATIVA,4113700,Londrina
675394,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA NETUNO,4303327374.0,Organização Religiosa,ATIVA,4113700,Londrina
675393,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA DARCIRIO EGGER,4303327757.0,Organização Religiosa,ATIVA,4113700,Londrina
675395,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,AVENIDA TIRADENTES,4303327251.0,Organização Religiosa,ATIVA,4113700,Londrina
675398,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA POLONIA,4303025680.0,Organização Religiosa,ATIVA,4113700,Londrina
675396,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA WILSON G. BRANDAO,4303321795.0,Organização Religiosa,ATIVA,4113700,Londrina
675399,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA BELO HORIZONTE,4303322152.0,Organização Religiosa,ATIVA,4113700,Londrina
675397,MITRA ARQUIDIOCESANA DE LONDRINA,curiavera@terra.com.br,RUA ADORNO,4333713141.0,Organização Religiosa,ATIVA,4103701,Cambé
675401,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,"AVENIDA HIGIENOPOLIS, CENTRO",433241684.0,Organização Religiosa,ATIVA,4113700,Londrina
675406,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA DIONYL HERBERT KOCH,4333473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675407,MITRA ARQUIDIOCESANA DE LONDRINA,curialondrina@terra.com.br,RUA JAGUAPITA,4332581485.0,Organização Religiosa,ATIVA,4109807,Ibiporã
675400,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA FERNANDO BISSOQUI,4303254609.0,Organização Religiosa,ATIVA,4103701,Cambé
675403,MITRA ARQUIDIOCESANA DE LONDRINA,curialondrina@terra.com.br,RUA JAIR CARVALHO DE OLIVEIRA,4333713141.0,Organização Religiosa,ATIVA,4113700,Londrina
675405,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA JOAO PEREIRA DA SILVA JUNIOR,433473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675408,MITRA ARQUIDIOCESANA DE LONDRINA,curialondrina@terra.com.br,"RUA RUY FERRAZ DE CARVALHO, ESQUINA COM ROSA BODIN VIEIRA, LOTE 53, QUADRA 3",4333473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675402,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA GINES PARRA,433265323.0,Organização Religiosa,ATIVA,4113700,Londrina
675410,LOJA MACONICA FILHOS DE HIRAM,recorde@visaonet.com.br,"RUA  CAMILO RAMALHO MATTA, TERREO",4432343037.0,Associação Privada,ATIVA,4102109,Astorga
675404,MITRA ARQUIDIOCESANA DE LONDRINA,curialondrina@terra.com.br,AVENIDA SANTO CASSARO,4333473141.0,Organização Religiosa,ATIVA,4103701,Cambé
675409,ASSOCIACAO ATLETICA BANCO DO BRASIL,pkysecom@brturbo.com.br,RUA MANOEL RIBAS,4303262154.0,Associação Privada,ATIVA,4101903,Assaí
675411,ASTORGA TENIS CLUBE,rosi@globoescritorio.com.br,RUA JOAO NELSON ARCIPRETTI,4403234337.0,Associação Privada,ATIVA,4102109,Astorga
675412,ASSOCIACAO A BANCO DO BRASIL AABB,recorde@visaonet.com.br,RUA DO BOSQUE,4403234333.0,Associação Privada,ATIVA,4102109,Astorga
675415,ASSOCIACAO ATLETICA BANCO DO BRASIL,aabb_campomourao@hotmail.com,"RODOVIA CAMPO MOURAO A ARARUNA, KM 5",445251525.0,Associação Privada,ATIVA,4104303,Campo Mourão
675416,PRIMEIRA IGREJA BATISTA DE CAMPO MOURAO,ervinoradke@bol.com.br,AVENIDA COMENDADOR NORBERTO MARCONDES,448234027.0,Associação Privada,ATIVA,4104303,Campo Mourão
675417,ASSOCIACAO DIVULGADORA EVANGELICA CULTURAL ADEC,contabilidade@monitoradm.com.br,RUA LEONIDIA FERREIRA ALVES,4198457424.0,Associação Privada,ATIVA,4120804,Quatro Barras
675419,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA LINO NARDIN,4303523980.0,Organização Religiosa,ATIVA,4128401,Uraí
675418,CLUBE SOCIAL E RECREATIVO DE TERRA BOA,cotec.contabil@gmail.com,RUA ATAULFO ALVES,446411288.0,Associação Privada,ATIVA,4127205,Terra Boa
675422,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA NEY BRAGA,4303523980.0,Organização Religiosa,ATIVA,4124301,Santo Antônio do Paraíso
675420,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA FREI TIMOTEO,4303523980.0,Organização Religiosa,ATIVA,4112702,Jataizinho
675424,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA MARECHAL FLORIANO,4303523980.0,Organização Religiosa,ATIVA,4123204,Santa Cecília do Pavão
675429,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA DA MATRIZ,4303523980.0,Organização Religiosa,ATIVA,4126207,Sapopema
675426,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA DR ALOYSIO DE B TOSTES,4303523980.0,Organização Religiosa,ATIVA,4117008,Nova Fátima
675425,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA NOSSA SENHORA APARECIDA,4303523980.0,Organização Religiosa,ATIVA,4106001,Congonhinhas
675433,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,AVENIDA ALBERTO CARAZZAI,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675427,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,AVENIDA WASHINGTON LUIS,4303523980.0,Organização Religiosa,ATIVA,4124707,São Jerônimo da Serra
675423,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA JEREMIAS LUNARDELLI,4303523980.0,Organização Religiosa,ATIVA,4126009,São Sebastião da Amoreira
675430,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA SENHOR BOM JESUS,4303523980.0,Organização Religiosa,ATIVA,4107751,Figueira
675431,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA NATALINO VIGIANI,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675428,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,PRACA CONSTANT BORGES,4303523980.0,Organização Religiosa,ATIVA,4107009,Curiúva
675434,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA ABILON DE SOUZA NAVES,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675432,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA PETUNIAS,4303523980.0,Organização Religiosa,ATIVA,4106407,Cornélio Procópio
675435,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,RUA EMILIO CONTI CAMARGO,4303524194.0,Organização Religiosa,ATIVA,4117214,Nova Santa Bárbara
675421,MITRA DIOCESANA DE CORNELIO PROCOPIO,pc-primo@hotmail.com,AVENIDA RIO DE JANEIRO,4303523980.0,Organização Religiosa,ATIVA,4101903,Assaí
675437,PRIMEIRA IGREJA BATISTA NACIONAL EM CORNELIO PROCOPIO,,RUA GUARAPUAVA,43035230133.0,Associação Privada,ATIVA,4106407,Cornélio Procópio
675436,LAR SAO VICENTE DE PAULO DE CORNELIO PROCOPIO,LARSAOVICENTEDEPAULOCP@GMAIL.COM,AVENIDA NOSSA SENHORA DO ROCIO,4335241958.0,Associação Privada,ATIVA,4106407,Cornélio Procópio
675438,NOVA FATIMA COUNTRY CLUB,elc2005@uol.com.br,AVENIDA JOSE DE SOUZA,4335521340.0,Associação Privada,ATIVA,4117008,Nova Fátima
675442,ALBERGUE NOTURNO DE FOZ DO IGUACU,ALBERGUENOTURNO@HOTMAIL.COM,RUA ESTANISLAU PONTE PRETA,4535735141.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675414,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ASTORGA,esc_planeta@globo.com,RUA PAULO T SATOMI,4403234343.0,Associação Privada,ATIVA,4102109,Astorga
675443,CENTRO CULTURAL BENEFICENTE ISLAMICO DE FOZ DO IGUACU,CONTATO@CCBI.ORG.BR,RUA MECA,4535731126.0,Organização Religiosa,ATIVA,4108304,Foz do Iguaçu
675445,CARITAS FOZ DO IGUACU,CARITASFOZ@GMAIL.COM,RUA PATRULHEIRO VENANTI OTREMBA,4530280392.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675444,ASSOC DOS ARQUITETOS AGRONOMOS E ENGENHEIROS F IGUACU,aefi@aefi.com.br,ALAMEDA SARANDI,4503573172.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675446,IGREJA BATISTA ITAIPU,escontel@hotmail.com,RUA PERDIGAO,4530281800.0,Organização Religiosa,ATIVA,4108304,Foz do Iguaçu
675087,ASSOCIACAO VIKING,jefferson.vidal@volvo.com,"AVENIDA JUSCELINO K OLIVEIRA, LATERAL DIREITA",4103317811.0,Associação Privada,ATIVA,4106902,Curitiba
675460,CASA DA CRIANCA RECANTO FELIZ,drianodom@hotmail.com,RUA D.PEDRO II,4335341322.0,Associação Privada,ATIVA,4124103,Santo Antônio da Platina
675462,ASSOCIACAO ATLETICA BANCO DO BRASIL,escritorioloanda@gmail.com,"ESTRADA SAIDA P SANTA IZABEL, LOTES 11 E 12",4403425124.0,Associação Privada,ATIVA,4113502,Loanda
675455,ASSOC DE MICROS E PEQUENAS EMPRESAS DE FOZ DO IGUACU,,RUA CECILIA MEIRELES,4535221316.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675458,ASSOCIACAO DOS EMPREGADOS DA ITAIPU BINACIONAL BRASIL,assemib@assemib.com,AVENIDA TANCREDO NEVES,4535206979.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675453,CENTRO ESPIRITA FRANCISCO DE ASSIS - CEFAS,ira.luira@hotmail.com,RUA RIO GRANDE DO SUL,4535741984.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675449,ASSOCIACAO DE AMPARO AOS IDOSOS DE FOZ DO IGUACU,PRESIDENCIA@LARDOSVELHINHOS.COM,AVENIDA GENERAL MEIRA,4535274014.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675454,CENTRO DE TRADICOES GAUCHAS CHARRUA,CTGCHARRUA@HOTMAIL.COM,"AVENIDA REPUBLICA DO PARAGUAI, CONJ  JARDIM JUPIRA",4535222555.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675450,ASSOCIACAO COMERCIAL E EMPRESARIAL DE SANTA TEREZINHA DE ITAIPU - ACISTI,executivo@acisti.com.br,"RUA JOAO XXIII, SALA 01",4535412120.0,Associação Privada,ATIVA,4124053,Santa Terezinha de Itaipu
675452,SERVICO DE OBRAS SOCIAIS,officium@allsat.com.br,RUA ALEXANDRE VENSON,4535412120.0,Associação Privada,ATIVA,4124053,Santa Terezinha de Itaipu
675456,IATE CLUBE LAGO DE ITAIPU,ICLI@ICLI.COM.BR,AVENIDA INACIO REUTTER S PEDROSO,4535771315.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675459,ASSOC ATLETICA BANCO DE BRASIL,alvorada223@hotmail.com,PRACA ERASMO CORDEIRO,4303551128.0,Associação Privada,ATIVA,4121901,Ribeirão do Pinhal
675465,HARMONIA COUNTRY CLUB,elex@uol.com.br,"AVENIDA GENERAL ANDRADES NEVES, CLUB",4403424626.0,Associação Privada,ATIVA,4118402,Paranavaí
675461,ASSOCIACAO DOS FUNCIONARIOS DA PRINCESA DO NORTE,escritorioplatinense@hotmnail.com,ESTRADA OFICIAL DA PLATINA,4303534842.0,Associação Privada,ATIVA,4124103,Santo Antônio da Platina
675441,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARAPONGAS,aparearapongas@uol.com.br,RUA HARPIA,432521182.0,Associação Privada,ATIVA,4101507,Arapongas
675464,ASSOCIACAO DOS MUNICIPIOS DO NOROESTE PARANAENSE,escritoriorealdp@gmail.com,"RUA PROFESSORA NEUZA CASCAO BORBA, TERREO",444231349.0,Associação Privada,ATIVA,4118402,Paranavaí
675457,ASSOCIACAO DOS EMPREGADOS DA ITAIPU BINACIONAL BRASIL,assemib@assemib.com.br,AVENIDA ARAUCARIA,4535242533.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675448,NOSSO CANTO CENTRO DE ADAPTACAO NEUROLOGICA TOTAL,celso@purenet.com.br,"RUA ARIANO SUASSUNA, SALA  01",4535221398.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675463,SOCIEDADE ESPORTIVA RECREATIVA ALTONIENSE,escritoriocondor@hotmail.com,RUA PADRE JOSE DE ANCHIETA,4403659127.0,Associação Privada,ATIVA,4100509,Altônia
675466,LOJA MACONICA ACACIA DO NORTE II,sauro_gehringjr@hotmail.com,RUA CORONEL CAMISAO,4403423256.0,Associação Privada,ATIVA,4118402,Paranavaí
675451,ASSOCIACAO CRISTA DE DEFICIENTES FISICOS DE FOZ DO IGUACU,CONTATO@ACDD.ORG.BR,RUA MANDAGUARI,4535241388.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
675467,GREMIO ESPORTIVO E RECREATIVO DER,assessoriacontabilipe@gmail.com,JARDIM 14 DISTRITO RODOVIARIO,4409832969.0,Associação Privada,INAPTA,4118402,Paranavaí
675439,ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEP DE SANTA MARIANA,jlamadeu2009@hotmail.com,RUA HORACIO FERREIRA SIMOES,4305311273.0,Associação Privada,ATIVA,4123907,Santa Mariana
675468,PRIMEIRA IGREJA BATISTA EM PARANAVAI,ricardo@tooling.com.br,"RUA ANTONIO FELIPE, TERREO",4403422205.0,Fundação Privada,ATIVA,4118402,Paranavaí
675471,MITRA ARQUIDIOCESANA DE LONDRINA,contato@contabilstoantonio.com.br,RUA BRAGA,4333473141.0,Organização Religiosa,ATIVA,4113700,Londrina
675469,ATLETICO CLUBE PARANAVAI,ACPARANAVAI2009@HOTMAIL.COM,"RUA CARLOS FABER, SALA  1                   SUBSL ESTADIO MUN. W. W.",4498265990.0,Associação Privada,ATIVA,4118402,Paranavaí
675447,NOSSO CANTO CENTRO DE ADAPTACAO NEUROLOGICA TOTAL,NACCE@NACCECONTABILIDADE.COM.BR,RUA ARIANO SUASSUNA,4535221398.0,Associação Privada,ATIVA,4108304,Foz do Iguaçu
